C,L_ctx,cost,keep,probe,lambda_value,state,t,tie_log_objective_gap
1e+19,2048,power,0.1,middle,0.25121986559073617,R1,0.48969291117285235,0.0
1e+19,2048,power,0.1,on_tie,0.2359214429849209,R0,0.0,0.0
1e+19,2048,power,0.1,full_tie,0.26651828819655143,R2,1.0,5.551115123125783e-17
1e+19,2048,logarithmic,0.1,below,0.14501995263498133,R0,0.0,0.0
1e+19,2048,logarithmic,0.1,above,0.1479496486478092,R2,1.0,0.0
1e+19,2048,logarithmic,0.1,middle,0.14648480064139527,R0,0.0,0.0
1e+19,2048,logarithmic,0.1,on_tie,0.14648480064139527,R0,0.0,0.0
1e+19,2048,logarithmic,0.1,full_tie,0.14648480064139527,R0,0.0,0.0
1e+19,4096,exponential,0.1,below,0.11160375434254845,R0,0.0,0.0
1e+19,4096,exponential,0.1,above,0.18824646824529367,R2,1.0,0.0
1e+19,4096,exponential,0.1,middle,0.1495568534097483,R1,0.5405713554042021,0.0
1e+19,4096,exponential,0.1,on_tie,0.11273106499247318,R0,0.0,0.0
1e+19,4096,exponential,0.1,full_tie,0.18638264182702344,R2,1.0,0.0
1e+19,4096,power,0.1,below,0.22576018522352706,R0,0.0,0.0
1e+19,4096,power,0.1,above,0.26339459676366384,R2,1.0,0.0
1e+19,4096,power,0.1,middle,0.24441366030192496,R1,0.4825595223847604,0.0
1e+19,4096,power,0.1,on_tie,0.22804059113487582,R0,0.0,0.0
1e+19,4096,power,0.1,full_tie,0.2607867294689741,R2,1.0,0.0
1e+19,4096,logarithmic,0.1,below,0.14086210895636764,R0,0.0,0.0
1e+19,4096,logarithmic,0.1,above,0.14370780812720335,R2,1.0,0.0
1e+19,4096,logarithmic,0.1,middle,0.1422849585417855,R0,0.0,0.0
1e+19,4096,logarithmic,0.1,on_tie,0.1422849585417855,R0,0.0,0.0
1e+19,4096,logarithmic,0.1,full_tie,0.1422849585417855,R0,0.0,0.0
1e+19,8192,exponential,0.1,below,0.10487118455762368,R0,0.0,0.0
1e+19,8192,exponential,0.1,above,0.17971167364978377,R2,1.0,0.0
1e+19,8192,exponential,0.1,middle,0.14193141980022295,R1,0.5421961045717749,0.0
1e+19,8192,exponential,0.1,on_tie,0.10593048945214513,R0,0.0,0.0
1e+19,8192,exponential,0.1,full_tie,0.17793235014830075,R2,1.0,0.0
1e+19,8192,power,0.1,below,0.21214105376483325,R0,0.0,0.0
1e+19,8192,power,0.1,above,0.2529889605634485,R2,1.0,0.0
1e+19,8192,power,0.1,middle,0.23238400603075088,R1,0.47374297894496514,0.0
1e+19,8192,power,0.1,on_tie,0.21428389269175077,R0,0.0,0.0
1e+19,8192,power,0.1,full_tie,0.25048411936975096,R2,1.0,5.551115123125783e-17
1e+19,8192,logarithmic,0.1,below,0.13351637462450658,R0,0.0,0.0
1e+19,8192,logarithmic,0.1,above,0.13621367512197138,R2,1.0,0.0
1e+19,8192,logarithmic,0.1,middle,0.13486502487323898,R0,0.0,0.0
1e+19,8192,logarithmic,0.1,on_tie,0.13486502487323898,R0,0.0,0.0
1e+19,8192,logarithmic,0.1,full_tie,0.13486502487323898,R0,0.0,0.0
1e+19,32768,exponential,0.1,below,0.0798573158782834,R0,0.0,0.0
1e+19,32768,exponential,0.1,above,0.14569059307904475,R2,1.0,0.0
1e+19,32768,exponential,0.1,middle,0.11245603369602988,R1,0.5503080754717143,0.0
1e+19,32768,exponential,0.1,on_tie,0.0806639554326095,R0,0.0,0.0
1e+19,32768,exponential,0.1,full_tie,0.14424811195945025,R2,1.0,0.0
1e+19,32768,power,0.1,below,0.16154118228674716,R0,0.0,0.0
1e+19,32768,power,0.1,above,0.21047685017406173,R2,1.0,0.0
1e+19,32768,power,0.1,middle,0.18578291618258613,R1,0.4651782385707717,0.0
1e+19,32768,power,0.1,on_tie,0.1631729114007547,R0,0.0,0.0
1e+19,32768,power,0.1,full_tie,0.20839292096441756,R2,1.0,5.551115123125783e-17
1e+19,32768,logarithmic,0.1,below,0.10517100844237462,R0,0.0,0.0
1e+19,32768,logarithmic,0.1,above,0.1072956752795943,R2,1.0,0.0
1e+19,32768,logarithmic,0.1,middle,0.10623334186098446,R0,0.0,0.0
1e+19,32768,logarithmic,0.1,on_tie,0.10623334186098446,R0,0.0,0.0
1e+19,32768,logarithmic,0.1,full_tie,0.10623334186098446,R0,0.0,0.0
1e+19,131072,exponential,0.1,below,0.04762503221730091,R0,0.0,0.0
1e+19,131072,exponential,0.1,above,0.09522485663622336,R2,1.0,0.0
1e+19,131072,exponential,0.1,middle,0.07119406471113864,R1,0.5659020062310252,0.0
1e+19,131072,exponential,0.1,on_tie,0.048106093148788796,R0,0.0,0.0
1e+19,131072,exponential,0.1,full_tie,0.09428203627348848,R2,1.0,1.1102230246251565e-16
1e+19,131072,power,0.1,below,0.09633937637665299,R0,0.0,0.0
1e+19,131072,power,0.1,above,0.14378850934875115,R2,1.0,0.0
1e+19,131072,power,0.1,middle,0.11983868106594818,R1,0.48349471635652114,0.0
1e+19,131072,power,0.1,on_tie,0.09731250139055858,R0,0.0,0.0
1e+19,131072,power,0.1,full_tie,0.14236486074133778,R2,1.0,1.1102230246251565e-16
1e+19,131072,logarithmic,0.1,below,0.06581968677882413,R0,0.0,0.0
1e+19,131072,logarithmic,0.1,above,0.06714937742082058,R2,1.0,0.0
1e+19,131072,logarithmic,0.1,middle,0.06648453209982236,R0,0.0,0.0
1e+19,131072,logarithmic,0.1,on_tie,0.06648453209982236,R0,0.0,0.0
1e+19,131072,logarithmic,0.1,full_tie,0.06648453209982236,R0,0.0,0.0
1e+22,2048,exponential,0.1,below,0.0051032740856830116,R0,0.0,0.0
1e+22,2048,exponential,0.1,above,0.011837322030828337,R2,1.0,0.0
1e+22,2048,exponential,0.1,middle,0.008437471565686517,R1,0.5974316189658959,0.0
1e+22,2048,exponential,0.1,on_tie,0.005154822308770719,R0,0.0,0.0
1e+22,2048,exponential,0.1,full_tie,0.011720120822602313,R2,1.0,0.0
1e+22,2048,power,0.1,below,0.010323273707208818,R0,0.0,0.0
1e+22,2048,power,0.1,above,0.01967596290469409,R2,1.0,0.0
1e+22,2048,power,0.1,middle,0.014954350294993526,R1,0.543630097502807,0.0
1e+22,2048,power,0.1,on_tie,0.010427549199200827,R0,0.0,0.0
1e+22,2048,power,0.1,full_tie,0.019481151390786225,R2,1.0,0.0
1e+22,2048,logarithmic,0.1,below,0.007597748445301114,R0,0.0,0.0
1e+22,2048,logarithmic,0.1,above,0.007751238312882955,R2,1.0,0.0
1e+22,2048,logarithmic,0.1,middle,0.007674493379092035,R0,0.0,0.0
1e+22,2048,logarithmic,0.1,on_tie,0.007674493379092035,R0,0.0,0.0
1e+22,2048,logarithmic,0.1,full_tie,0.007674493379092035,R0,0.0,0.0
1e+22,4096,exponential,0.1,below,0.0049328014634804915,R0,0.0,0.0
1e+22,4096,exponential,0.1,above,0.011449713278511834,R2,1.0,0.0
1e+22,4096,exponential,0.1,middle,0.008159488760797086,R1,0.5975899928267374,0.0
1e+22,4096,exponential,0.1,on_tie,0.004982627740889385,R0,0.0,0.0
1e+22,4096,exponential,0.1,full_tie,0.011336349780704786,R2,1.0,0.0
1e+22,4096,power,0.1,below,0.009978429297711129,R0,0.0,0.0
1e+22,4096,power,0.1,above,0.0190420096340183,R2,1.0,0.0
1e+22,4096,power,0.1,middle,0.014466348199003078,R1,0.5439727424434811,0.0
1e+22,4096,power,0.1,on_tie,0.010079221512839524,R0,0.0,0.0
1e+22,4096,power,0.1,full_tie,0.018853474885166633,R2,1.0,1.1102230246251565e-16
1e+22,4096,logarithmic,0.1,below,0.00734637616426514,R0,0.0,0.0
1e+22,4096,logarithmic,0.1,above,0.007494787803947264,R2,1.0,0.0
1e+22,4096,logarithmic,0.1,middle,0.007420581984106202,R0,0.0,0.0
1e+22,4096,logarithmic,0.1,on_tie,0.007420581984106202,R0,0.0,0.0
1e+22,4096,logarithmic,0.1,full_tie,0.007420581984106202,R0,0.0,0.0
1e+22,8192,exponential,0.1,below,0.004635226975205412,R0,0.0,0.0
1e+22,8192,exponential,0.1,above,0.010771849479130622,R2,1.0,0.0
1e+22,8192,exponential,0.1,middle,0.0076736224768960805,R1,0.5978668898568674,0.0
1e+22,8192,exponential,0.1,on_tie,0.004682047449702437,R0,0.0,0.0
1e+22,8192,exponential,0.1,full_tie,0.010665197504089724,R2,1.0,0.0
1e+22,8192,power,0.1,below,0.009376473996238213,R0,0.0,0.0
1e+22,8192,power,0.1,above,0.017931711119548544,R2,1.0,0.0
1e+22,8192,power,0.1,middle,0.01361267764004083,R1,0.5445733922590675,0.0
1e+22,8192,power,0.1,on_tie,0.009471185854786074,R0,0.0,0.0
1e+22,8192,power,0.1,full_tie,0.017754169425295587,R2,1.0,1.1102230246251565e-16
1e+22,8192,logarithmic,0.1,below,0.006907189250909257,R0,0.0,0.0
1e+22,8192,logarithmic,0.1,above,0.007046728427695302,R2,1.0,0.0
1e+22,8192,logarithmic,0.1,middle,0.00697695883930228,R0,0.0,0.0
1e+22,8192,logarithmic,0.1,on_tie,0.00697695883930228,R0,0.0,0.0
1e+22,8192,logarithmic,0.1,full_tie,0.00697695883930228,R0,0.0,0.0
1e+22,32768,exponential,0.1,below,0.003529632913826086,R0,0.0,0.0
1e+22,32768,exponential,0.1,above,0.008239189657034265,R2,1.0,0.0
1e+22,32768,exponential,0.1,middle,0.005861449646678802,R1,0.5989034456382767,0.0
1e+22,32768,exponential,0.1,on_tie,0.003565285771541501,R0,0.0,0.0
1e+22,32768,exponential,0.1,full_tie,0.008157613521816104,R2,1.0,1.1102230246251565e-16
1e+22,32768,power,0.1,below,0.007139997978478747,R0,0.0,0.0
1e+22,32768,power,0.1,above,0.013764922413810788,R2,1.0,0.0
1e+22,32768,power,0.1,middle,0.01042037761172928,R1,0.5468337624742018,0.0
1e+22,32768,power,0.1,on_tie,0.007212119170180553,R0,0.0,0.0
1e+22,32768,power,0.1,full_tie,0.013628636053278008,R2,1.0,1.1102230246251565e-16
1e+22,32768,logarithmic,0.1,below,0.00527102813887077,R0,0.0,0.0
1e+22,32768,logarithmic,0.1,above,0.0053775135558176545,R2,1.0,0.0
1e+22,32768,logarithmic,0.1,middle,0.005324270847344212,R0,0.0,0.0
1e+22,32768,logarithmic,0.1,on_tie,0.005324270847344212,R0,0.0,0.0
1e+22,32768,logarithmic,0.1,full_tie,0.005324270847344212,R0,0.0,0.0
1e+22,131072,exponential,0.1,below,0.002104990374237287,R0,0.0,0.0
1e+22,131072,exponential,0.1,above,0.004942231181352607,R2,1.0,0.0
1e+22,131072,exponential,0.1,middle,0.0035097755513145016,R1,0.6002588033438483,0.0
1e+22,131072,exponential,0.1,on_tie,0.002126252903269987,R0,0.0,0.0
1e+22,131072,exponential,0.1,full_tie,0.004893298199359016,R2,1.0,0.0
1e+22,131072,power,0.1,below,0.004258127511758578,R0,0.0,0.0
1e+22,131072,power,0.1,above,0.008296087374460736,R2,1.0,0.0
1e+22,131072,power,0.1,middle,0.00625754339813596,R1,0.5498147423597228,0.0
1e+22,131072,power,0.1,on_tie,0.004301138900766241,R0,0.0,0.0
1e+22,131072,power,0.1,full_tie,0.00821394789550568,R2,1.0,1.1102230246251565e-16
1e+22,131072,logarithmic,0.1,below,0.003152315216090849,R0,0.0,0.0
1e+22,131072,logarithmic,0.1,above,0.003215998351769452,R2,1.0,0.0
1e+22,131072,logarithmic,0.1,middle,0.0031841567839301504,R0,0.0,0.0
1e+22,131072,logarithmic,0.1,on_tie,0.0031841567839301504,R0,0.0,0.0
1e+22,131072,logarithmic,0.1,full_tie,0.0031841567839301504,R0,0.0,0.0
1e+24,2048,exponential,0.1,below,0.0006379580400557365,R0,0.0,0.0
1e+24,2048,exponential,0.1,above,0.0015069071755836553,R2,1.0,0.0
1e+24,2048,exponential,0.1,middle,0.0010681946816102172,R1,0.601677600324735,0.0
1e+24,2048,exponential,0.1,on_tie,0.0006444020606623601,R0,0.0,0.0
1e+24,2048,exponential,0.1,full_tie,0.0014919873025580745,R2,1.0,2.220446049250313e-16
1e+24,2048,power,0.1,below,0.0012905078878059954,R0,0.0,0.0
1e+24,2048,power,0.1,above,0.0025422918925340154,R2,1.0,0.0
1e+24,2048,power,0.1,middle,0.0019103320033467,R1,0.5529678699159212,0.0
1e+24,2048,power,0.1,on_tie,0.001303543321016157,R0,0.0,0.0
1e+24,2048,power,0.1,full_tie,0.0025171206856772427,R2,1.0,0.0
1e+24,2048,logarithmic,0.1,below,0.0009581455248651764,R0,0.0,0.0
1e+24,2048,logarithmic,0.1,above,0.000977502000114978,R2,1.0,0.0
1e+24,2048,logarithmic,0.1,middle,0.0009678237624900772,R0,0.0,0.0
1e+24,2048,logarithmic,0.1,on_tie,0.0009678237624900772,R0,0.0,0.0
1e+24,2048,logarithmic,0.1,full_tie,0.0009678237624900772,R0,0.0,0.0
1e+24,4096,exponential,0.1,below,0.0006166473328278823,R0,0.0,0.0
1e+24,4096,exponential,0.1,above,0.0014566980549274955,R2,1.0,0.0
1e+24,4096,exponential,0.1,middle,0.0010325756978369744,R1,0.6016982060967789,0.0
1e+24,4096,exponential,0.1,on_tie,0.0006228760937655377,R0,0.0,0.0
1e+24,4096,exponential,0.1,full_tie,0.0014422753019084113,R2,1.0,0.0
1e+24,4096,power,0.1,below,0.0012473990404437657,R0,0.0,0.0
1e+24,4096,power,0.1,above,0.0024577672876806927,R2,1.0,0.0
1e+24,4096,power,0.1,middle,0.001846715994425487,R1,0.553014152039208,0.0
1e+24,4096,power,0.1,on_tie,0.0012599990307512784,R0,0.0,0.0
1e+24,4096,power,0.1,full_tie,0.0024334329580996956,R2,1.0,0.0
1e+24,4096,logarithmic,0.1,below,0.0009261782849693352,R0,0.0,0.0
1e+24,4096,logarithmic,0.1,above,0.0009448889573929582,R2,1.0,0.0
1e+24,4096,logarithmic,0.1,middle,0.0009355336211811467,R0,0.0,0.0
1e+24,4096,logarithmic,0.1,on_tie,0.0009355336211811467,R0,0.0,0.0
1e+24,4096,logarithmic,0.1,full_tie,0.0009355336211811467,R0,0.0,0.0
1e+24,8192,exponential,0.1,below,0.000579447677445244,R0,0.0,0.0
1e+24,8192,exponential,0.1,above,0.0013690325542969795,R2,1.0,0.0
1e+24,8192,exponential,0.1,middle,0.0009703892304098941,R1,0.6017345087648001,0.0
1e+24,8192,exponential,0.1,on_tie,0.0005853006842881253,R0,0.0,0.0
1e+24,8192,exponential,0.1,full_tie,0.0013554777765316629,R2,1.0,0.0
1e+24,8192,power,0.1,below,0.0011721488740052874,R0,0.0,0.0
1e+24,8192,power,0.1,above,0.0023101566303287135,R2,1.0,0.0
1e+24,8192,power,0.1,middle,0.0017356362770130846,R1,0.5530954329941646,0.0
1e+24,8192,power,0.1,on_tie,0.0011839887616215024,R0,0.0,0.0
1e+24,8192,power,0.1,full_tie,0.002287283792404667,R2,1.0,0.0
1e+24,8192,logarithmic,0.1,below,0.0008703702671009653,R0,0.0,0.0
1e+24,8192,logarithmic,0.1,above,0.0008879535048201767,R2,1.0,0.0
1e+24,8192,logarithmic,0.1,middle,0.000879161885960571,R2,1.0,0.0
1e+24,8192,logarithmic,0.1,on_tie,0.000879161885960571,R2,1.0,0.0
1e+24,8192,logarithmic,0.1,full_tie,0.000879161885960571,R2,1.0,0.0
1e+24,32768,exponential,0.1,below,0.0004412378520169837,R0,0.0,0.0
1e+24,32768,exponential,0.1,above,0.001043087903166989,R2,1.0,0.0
1e+24,32768,exponential,0.1,middle,0.0007392275500912454,R1,0.601869621320781,0.0
1e+24,32768,exponential,0.1,on_tie,0.00044569480001715523,R0,0.0,0.0
1e+24,32768,exponential,0.1,full_tie,0.0010327603001653355,R2,1.0,0.0
1e+24,32768,power,0.1,below,0.0008925679945608072,R0,0.0,0.0
1e+24,32768,power,0.1,above,0.0017609970389125742,R2,1.0,0.0
1e+24,32768,power,0.1,middle,0.0013225726287778097,R1,0.5533973139637882,0.0
1e+24,32768,power,0.1,on_tie,0.0009015838328897043,R0,0.0,0.0
1e+24,32768,power,0.1,full_tie,0.001743561424665915,R2,1.0,0.0
1e+24,32768,logarithmic,0.1,below,0.0006629516263837622,R0,0.0,0.0
1e+24,32768,logarithmic,0.1,above,0.000676344588532929,R2,1.0,0.0
1e+24,32768,logarithmic,0.1,middle,0.0006696481074583456,R2,1.0,0.0
1e+24,32768,logarithmic,0.1,on_tie,0.0006696481074583456,R2,1.0,0.0
1e+24,32768,logarithmic,0.1,full_tie,0.0006696481074583456,R2,1.0,0.0
1e+24,131072,exponential,0.1,below,0.0002631439172064144,R0,0.0,0.0
1e+24,131072,exponential,0.1,above,0.0006225327597982763,R2,1.0,0.0
1e+24,131072,exponential,0.1,middle,0.00044108550283967004,R1,0.6020435973538958,0.0
1e+24,131072,exponential,0.1,on_tie,0.0002658019365721358,R0,0.0,0.0
1e+24,131072,exponential,0.1,full_tie,0.0006163690691072043,R2,1.0,0.0
1e+24,131072,power,0.1,below,0.0005323066400313361,R0,0.0,0.0
1e+24,131072,power,0.1,above,0.0010516507874679384,R2,1.0,0.0
1e+24,131072,power,0.1,middle,0.0007894609391063648,R1,0.5537874177058002,0.0
1e+24,131072,power,0.1,on_tie,0.0005376834747791273,R0,0.0,0.0
1e+24,131072,power,0.1,full_tie,0.0010412384034336024,R2,1.0,0.0
1e+24,131072,logarithmic,0.1,below,0.0003955088660802054,R0,0.0,0.0
1e+24,131072,logarithmic,0.1,above,0.00040349894418283583,R2,1.0,0.0
1e+24,131072,logarithmic,0.1,middle,0.0003995039051315206,R0,0.0,0.0
1e+24,131072,logarithmic,0.1,on_tie,0.0003995039051315206,R0,0.0,0.0
1e+24,131072,logarithmic,0.1,full_tie,0.0003995039051315206,R0,0.0,0.0
1e+19,2048,exponential,0.05,below,0.1154606670505244,R0,0.0,0.0
1e+19,2048,exponential,0.05,above,0.20790651935984003,R2,1.0,0.0
1e+19,2048,exponential,0.05,middle,0.16123748769240487,R1,0.5447951956071534,0.0
1e+19,2048,exponential,0.05,on_tie,0.1166269364146711,R0,0.0,0.0
1e+19,2048,exponential,0.05,full_tie,0.20584803897013865,R2,1.0,5.551115123125783e-17
1e+19,2048,power,0.05,below,0.2335622285550717,R0,0.0,0.0
1e+19,2048,power,0.05,above,0.27373216166013575,R2,1.0,0.0
1e+19,2048,power,0.05,middle,0.2534716926113395,R1,0.480850083804284,0.0
1e+19,2048,power,0.05,on_tie,0.2359214429849209,R0,0.0,0.0
1e+19,2048,power,0.05,full_tie,0.27102194223775816,R2,1.0,5.551115123125783e-17
1e+19,2048,logarithmic,0.05,below,0.1398814499508607,R0,0.0,0.0
1e+19,2048,logarithmic,0.05,above,0.14270733782865583,R2,1.0,0.0
1e+19,2048,logarithmic,0.05,middle,0.14129439388975826,R0,0.0,0.0
1e+19,2048,logarithmic,0.05,on_tie,0.14129439388975826,R0,0.0,0.0
1e+19,2048,logarithmic,0.05,full_tie,0.14129439388975826,R0,0.0,0.0
1e+19,4096,exponential,0.05,below,0.11160375434254845,R0,0.0,0.0
1e+19,4096,exponential,0.05,above,0.20300840893741678,R2,1.0,0.0
1e+19,4096,exponential,0.05,middle,0.15686474484149243,R1,0.545727557976712,0.0
1e+19,4096,exponential,0.05,on_tie,0.11273106499247318,R0,0.0,0.0
1e+19,4096,exponential,0.05,full_tie,0.20099842469051166,R2,1.0,0.0
1e+19,4096,power,0.05,below,0.22576018522352706,R0,0.0,0.0
1e+19,4096,power,0.05,above,0.26816609106061035,R2,1.0,0.0
1e+19,4096,power,0.05,middle,0.24677578619150242,R1,0.47395589861309867,0.0
1e+19,4096,power,0.05,on_tie,0.22804059113487582,R0,0.0,0.0
1e+19,4096,power,0.05,full_tie,0.26551098124812905,R2,1.0,1.1102230246251565e-16
1e+19,4096,logarithmic,0.05,below,0.13593407921262157,R0,0.0,0.0
1e+19,4096,logarithmic,0.05,above,0.13868022222701798,R2,1.0,0.0
1e+19,4096,logarithmic,0.05,middle,0.13730715071981978,R0,0.0,0.0
1e+19,4096,logarithmic,0.05,on_tie,0.13730715071981978,R0,0.0,0.0
1e+19,4096,logarithmic,0.05,full_tie,0.13730715071981978,R0,0.0,0.0
1e+19,8192,exponential,0.05,below,0.10487118455762368,R0,0.0,0.0
1e+19,8192,exponential,0.05,above,0.19424314890607824,R2,1.0,0.0
1e+19,8192,exponential,0.05,middle,0.1491252194320519,R1,0.5475601088844818,0.0
1e+19,8192,exponential,0.05,on_tie,0.10593048945214513,R0,0.0,0.0
1e+19,8192,exponential,0.05,full_tie,0.19231994941195865,R2,1.0,5.551115123125783e-17
1e+19,8192,power,0.05,below,0.21214105376483325,R0,0.0,0.0
1e+19,8192,power,0.05,above,0.25813640549820743,R2,1.0,0.0
1e+19,8192,power,0.05,middle,0.23493224609746322,R1,0.4654233297357858,0.0
1e+19,8192,power,0.05,on_tie,0.21428389269175077,R0,0.0,0.0
1e+19,8192,power,0.05,full_tie,0.2555805995031757,R2,1.0,5.551115123125783e-17
1e+19,8192,logarithmic,0.05,below,0.12895308093976773,R0,0.0,0.0
1e+19,8192,logarithmic,0.05,above,0.13155819368602564,R2,1.0,0.0
1e+19,8192,logarithmic,0.05,middle,0.1302556373128967,R0,0.0,0.0
1e+19,8192,logarithmic,0.05,on_tie,0.1302556373128967,R0,0.0,0.0
1e+19,8192,logarithmic,0.05,full_tie,0.1302556373128967,R0,0.0,0.0
1e+19,32768,exponential,0.05,below,0.0798573158782834,R0,0.0,0.0
1e+19,32768,exponential,0.05,above,0.15897685016552165,R2,1.0,0.0
1e+19,32768,exponential,0.05,middle,0.11903338868933527,R1,0.5567259033820062,0.0
1e+19,32768,exponential,0.05,on_tie,0.0806639554326095,R0,0.0,0.0
1e+19,32768,exponential,0.05,full_tie,0.15740282194606103,R2,1.0,5.551115123125783e-17
1e+19,32768,power,0.05,below,0.16154118228674716,R0,0.0,0.0
1e+19,32768,power,0.05,above,0.21681003570943863,R2,1.0,0.0
1e+19,32768,power,0.05,middle,0.1889181565466341,R1,0.4577792549978647,0.0
1e+19,32768,power,0.05,on_tie,0.1631729114007547,R0,0.0,0.0
1e+19,32768,power,0.05,full_tie,0.2146634016925135,R2,1.0,5.551115123125783e-17
1e+19,32768,logarithmic,0.05,below,0.10192454697960951,R0,0.0,0.0
1e+19,32768,logarithmic,0.05,above,0.10398362873677333,R2,1.0,0.0
1e+19,32768,logarithmic,0.05,middle,0.10295408785819142,R0,0.0,0.0
1e+19,32768,logarithmic,0.05,on_tie,0.10295408785819142,R0,0.0,0.0
1e+19,32768,logarithmic,0.05,full_tie,0.10295408785819142,R0,0.0,0.0
1e+19,131072,exponential,0.05,below,0.04762503221730091,R0,0.0,0.0
1e+19,131072,exponential,0.05,above,0.10556729009291839,R2,1.0,0.0
1e+19,131072,exponential,0.05,middle,0.07631408127385894,R1,0.5746102527163253,0.0
1e+19,131072,exponential,0.05,on_tie,0.048106093148788796,R0,0.0,0.0
1e+19,131072,exponential,0.05,full_tie,0.1045220693989291,R2,1.0,1.1102230246251565e-16
1e+19,131072,power,0.05,below,0.09633937637665299,R0,0.0,0.0
1e+19,131072,power,0.05,above,0.15066715702284544,R2,1.0,0.0
1e+19,131072,power,0.05,middle,0.12324395219173744,R1,0.4787652225473516,0.0
1e+19,131072,power,0.05,on_tie,0.09731250139055858,R0,0.0,0.0
1e+19,131072,power,0.05,full_tie,0.1491754029929163,R2,1.0,1.1102230246251565e-16
1e+19,131072,logarithmic,0.05,below,0.06413057538410871,R0,0.0,0.0
1e+19,131072,logarithmic,0.05,above,0.06542614256358567,R2,1.0,0.0
1e+19,131072,logarithmic,0.05,middle,0.06477835897384719,R0,0.0,0.0
1e+19,131072,logarithmic,0.05,on_tie,0.06477835897384719,R0,0.0,0.0
1e+19,131072,logarithmic,0.05,full_tie,0.06477835897384719,R0,0.0,0.0
1e+22,2048,exponential,0.05,below,0.0051032740856830116,R0,0.0,0.0
1e+22,2048,exponential,0.05,above,0.013553221721645992,R2,1.0,0.0
1e+22,2048,exponential,0.05,middle,0.009286926858170504,R1,0.6122064720471784,0.0
1e+22,2048,exponential,0.05,on_tie,0.005154822308770719,R0,0.0,0.0
1e+22,2048,exponential,0.05,full_tie,0.01341903140757029,R2,1.0,1.1102230246251565e-16
1e+22,2048,power,0.05,below,0.010323273707208818,R0,0.0,0.0
1e+22,2048,power,0.05,above,0.021511132357856032,R2,1.0,0.0
1e+22,2048,power,0.05,middle,0.015862850024281616,R1,0.5489760128866975,0.0
1e+22,2048,power,0.05,on_tie,0.010427549199200827,R0,0.0,0.0
1e+22,2048,power,0.05,full_tie,0.02129815084936241,R2,1.0,1.1102230246251565e-16
1e+22,2048,logarithmic,0.05,below,0.007475057691544249,R0,0.0,0.0
1e+22,2048,logarithmic,0.05,above,0.007626068958040093,R2,1.0,0.0
1e+22,2048,logarithmic,0.05,middle,0.007550563324792171,R0,0.0,0.0
1e+22,2048,logarithmic,0.05,on_tie,0.007550563324792171,R0,0.0,0.0
1e+22,2048,logarithmic,0.05,full_tie,0.007550563324792171,R0,0.0,0.0
1e+22,4096,exponential,0.05,below,0.0049328014634804915,R0,0.0,0.0
1e+22,4096,exponential,0.05,above,0.013111692623490556,R2,1.0,0.0
1e+22,4096,exponential,0.05,middle,0.00898225081276675,R1,0.6124007816627602,0.0
1e+22,4096,exponential,0.05,on_tie,0.004982627740889385,R0,0.0,0.0
1e+22,4096,exponential,0.05,full_tie,0.012981873884644115,R2,1.0,0.0
1e+22,4096,power,0.05,below,0.009978429297711129,R0,0.0,0.0
1e+22,4096,power,0.05,above,0.020823620899143254,R2,1.0,0.0
1e+22,4096,power,0.05,middle,0.015348333973817413,R1,0.549391047174857,0.0
1e+22,4096,power,0.05,on_tie,0.010079221512839524,R0,0.0,0.0
1e+22,4096,power,0.05,full_tie,0.0206174464347953,R2,1.0,0.0
1e+22,4096,logarithmic,0.05,below,0.007228091822267705,R0,0.0,0.0
1e+22,4096,logarithmic,0.05,above,0.007374113879283215,R2,1.0,0.0
1e+22,4096,logarithmic,0.05,middle,0.00730110285077546,R0,0.0,0.0
1e+22,4096,logarithmic,0.05,on_tie,0.00730110285077546,R0,0.0,0.0
1e+22,4096,logarithmic,0.05,full_tie,0.00730110285077546,R0,0.0,0.0
1e+22,8192,exponential,0.05,below,0.004635226975205412,R0,0.0,0.0
1e+22,8192,exponential,0.05,above,0.012339170579647526,R2,1.0,0.0
1e+22,8192,exponential,0.05,middle,0.008449524011805438,R1,0.6127409354073181,0.0
1e+22,8192,exponential,0.05,on_tie,0.004682047449702437,R0,0.0,0.0
1e+22,8192,exponential,0.05,full_tie,0.012217000573908442,R2,1.0,1.1102230246251565e-16
1e+22,8192,power,0.05,below,0.009376473996238213,R0,0.0,0.0
1e+22,8192,power,0.05,above,0.019618662325975655,R2,1.0,0.0
1e+22,8192,power,0.05,middle,0.014447801999658214,R1,0.5501187027089189,0.0
1e+22,8192,power,0.05,on_tie,0.009471185854786074,R0,0.0,0.0
1e+22,8192,power,0.05,full_tie,0.019424418144530352,R2,1.0,0.0
1e+22,8192,logarithmic,0.05,below,0.006796547641503804,R0,0.0,0.0
1e+22,8192,logarithmic,0.05,above,0.006933851634261456,R2,1.0,0.0
1e+22,8192,logarithmic,0.05,middle,0.00686519963788263,R0,0.0,0.0
1e+22,8192,logarithmic,0.05,on_tie,0.00686519963788263,R0,0.0,0.0
1e+22,8192,logarithmic,0.05,full_tie,0.00686519963788263,R0,0.0,0.0
1e+22,32768,exponential,0.05,below,0.003529632913826086,R0,0.0,0.0
1e+22,32768,exponential,0.05,above,0.009448756354399377,R2,1.0,0.0
1e+22,32768,exponential,0.05,middle,0.006460245041414006,R1,0.6140169782314254,0.0
1e+22,32768,exponential,0.05,on_tie,0.003565285771541501,R0,0.0,0.0
